symbol,close,avg_vol_30d,sessions,kind,dollar_vol
ARMP,5.840000152587891,99416.66666666667,30,stock,580593.3485031128
AROC,32.689998626708984,1821316.6666666667,30,stock,59538839.33213552
AROW,39.56999969482422,90763.33333333333,30,stock,3591505.0723012285
ARQ,2.299999952316284,250546.66666666666,30,stock,576257.3213863373
ARQQ,21.3700008392334,281660.0,30,stock,6019074.436378479
ARQT,23.899999618530273,1673180.0,30,stock,39989001.36173248
ARR,16.350000381469727,3235576.6666666665,30,stock,52901679.734274544
ARRY,4.599999904632568,6758953.333333333,30,stock,31091184.688749313
ARTC,9.970000267028809,2350.0,30,stock,23429.5006275177
ARTL,6.039999961853027,77062.6,30,stock,465458.1010602951
ARTNA,36.189998626708984,30250.0,30,stock,1094747.4584579468
ARTV,11.1899995803833,309400.0,30,stock,3462185.8701705933
ARTW,3.319999933242798,1148590.0,30,stock,3813318.723323345
ARVN,9.390000343322754,794026.6666666666,30,stock,7455910.672607422
ARW,215.97000122070312,576333.3333333334,30,stock,124470710.7035319
ARWR,86.33999633789062,1261016.6666666667,30,stock,108876174.38201904
ARX,19.8799991607666,5791523.333333333,30,stock,115135479.00622685
ARXS,53.619998931884766,693196.6666666666,30,stock,37169204.52625275
AS,29.530000686645508,6694626.666666667,30,stock,197692330.063502
ASA,63.09000015258789,48976.666666666664,30,stock,3089937.907473246
ASAN,8.8100004196167,5474456.666666667,30,stock,48229965.530506775
ASB,31.06999969482422,1559106.6666666667,30,stock,48441443.65753174
ASBP,8.869999885559082,31060.0,30,stock,275502.1964454651
ASC,18.170000076293945,627453.3333333334,30,stock,11400827.114537558
ASG,5.119999885559082,226810.0,30,stock,1161267.1740436554
ASGI,22.15999984741211,184680.0,30,stock,4092508.7718200684
ASH,72.93000030517578,721023.3333333334,30,stock,52584231.920038864
ASIC,27.399999618530273,72596.66666666667,30,stock,1989148.6389732363
ASIX,17.450000762939453,273540.0,30,stock,4773273.208694458
ASLE,5.800000190734863,453073.3333333333,30,stock,2627825.4197502136
ASM,7.329999923706055,4211656.666666667,30,stock,30871443.045342766
ASMB,36.599998474121094,242716.66666666666,30,stock,8883429.629643757
ASML,1714.8800048828125,1405083.3333333333,30,stock,2409549313.527425
ASND,270.55999755859375,536726.6666666666,30,stock,145216765.62296548
ASO,44.939998626708984,1544276.6666666667,30,stock,69399791.27925873
ASPC,10.989999771118164,38520.0,30,stock,423334.7911834717
ASPI,4.199999809265137,3344220.0,30,stock,14045723.362140656
